,Coil_Number,UTS,EL,LYS,AIM_QLTY
21320,COIL_89910371,405,36,319,I09500
21321,COIL_95680161,304,46,240,T01118
21322,COIL_88550321,531,27,466,I17007
21323,COIL_91740621,461,31,384,I17140
21324,COIL_87590952,505,32,439,TCA003
21325,COIL_91280201,365,43,282,I09500
21326,COIL_96600170,316,43,260,TCA001
21327,COIL_92320412,420,36,342,T01099
21328,COIL_88550521,449,33,335,I17140
21329,COIL_96880941,477,27,405,I17016
21330,COIL_97210021,353,40,281,T01018
21331,COIL_97150971,380,38,308,I09499
21332,COIL_91920711,527,23,472,I17140
21333,COIL_88660251,462,26,369,I17140
21334,COIL_89850141,309,45,244,T01087
21335,COIL_96590461,347,39,267,T01018
21336,COIL_89720171,306,45,242,T01087
21337,COIL_91210231,312,47,250,T01283
21338,COIL_93900560,370,39,297,I09499
21339,COIL_94040461,413,36,321,T01566
21340,COIL_95220711,424,35,342,T01099
21341,COIL_87650591,336,40,256,T01018
21342,COIL_93440130,430,37,325,I17021
21343,COIL_96980551,567,27,500,E13001
21344,COIL_88870681,576,27,507,E13001
21345,COIL_92040741,474,30,408,D04016
21346,COIL_94790452,472,27,342,A12010
21347,COIL_95080730,540,28,469,T01158
21348,COIL_88530161,522,27,429,I17140
21349,COIL_93800171,352,40,285,T01382
21350,COIL_96020800,478,31,396,I45011
21351,COIL_94140250,370,40,294,I09499
21352,COIL_93500261,317,46,249,T01087
21353,COIL_95030091,312,43,256,T01087
21354,COIL_95780441,356,30,287,I09499
21355,COIL_94270641,441,30,381,I45011
21356,COIL_90860171,306,46,242,T01118
21357,COIL_93520221,308,47,256,T01378
21358,COIL_90800261,350,38,255,I09499
21359,COIL_91840342,361,40,291,I11498
21360,COIL_96960970,597,27,518,E13001
21361,COIL_95080881,504,28,428,T01158
21362,COIL_88400282,460,30,403,I45011
21363,COIL_93550231,310,46,245,T01087
21364,COIL_90030411,401,38,344,K01002
21365,COIL_94350371,463,39,380,J10007
21366,COIL_87770611,457,30,355,I17007
21367,COIL_91251451,511,30,437,I17140
21368,COIL_88580171,356,41,266,T01018
21369,COIL_91340311,559,25,473,T01302
21370,COIL_95850172,314,46,269,T01378
21371,COIL_90380262,409,35,341,K01002
21372,COIL_95120260,317,46,265,T01560
21373,COIL_95190810,474,34,397,TCA003
21374,COIL_97410950,489,32,431,E08000
21375,COIL_88890791,461,33,394,D04016
21376,COIL_97010651,412,38,332,I09499
21377,COIL_95730231,320,45,257,TCA001
21378,COIL_92800711,496,40,400,J10004
21379,COIL_94450462,373,38,298,I11496
21380,COIL_96781121,338,32,263,I09498
21381,COIL_94300171,304,47,241,T01118
21382,COIL_97170501,362,40,279,I09499
21383,COIL_95430011,368,38,303,I09499
21384,COIL_89840472,402,33,334,T01002
21385,COIL_88240261,306,46,252,T01560
21386,COIL_93120220,351.8606,41.3357,288.5193,T01063
21387,COIL_91200711,556,26,462,I17140
21388,COIL_96780831,475,29,399,I17007
21389,COIL_97431061,444,28,343,I17007
21390,COIL_94080351,367,38,296,I09499
21391,COIL_89140312,368,42,289,T01244
21392,COIL_87630191,362,38,289,T01382
21393,COIL_93800821,476,28,350,I17140
21394,COIL_92270191,602,27,524,A20001
21395,COIL_92120441,474,30,364,I17003
21396,COIL_90750731,393,37,329,I11496
21397,COIL_97310520,582,27,507,E13001
21398,COIL_93470911,464,36,379,J10007
21399,COIL_96530051,360,39,295,T01244
21400,COIL_91890641,372,42,305,I11496
21401,COIL_90560521,509,30,418,I56001
21402,COIL_93930590,463,32,382,I17140
21403,COIL_93440651,349,39,264,I09499
21404,COIL_93130230,305.4819,46.1917,240.8098,T01087
21405,COIL_91550131,313,46,248,T01118
21406,COIL_94990461,369,39,302,I09499
21407,COIL_93990921,466,35,392,I17007
21408,COIL_91400311,305,45,244,T01283
21409,COIL_89860231,358,42,303,T01018
21410,COIL_89880561,399,40,314,I11496
21411,COIL_89700141,309,44,246,T01087
21412,COIL_95830622,478,39,421,T01260
21413,COIL_94620171,364,40,292,T01244
21414,COIL_87650311,430,30,373,I17007
21415,COIL_92460431,410,35,349,K01002
21416,COIL_96400921,479,33,415,E08000
21417,COIL_96310142,317,46,273,T01378
21418,COIL_90110470,469,30,344,I17007
21419,COIL_89030291,320,45,283,T01560
21420,COIL_95050132,310,45,248,T01118
21421,COIL_92410171,391,34,316,T01002
21422,COIL_88120471,359,37,299,T01050
21423,COIL_97810321,354,41,260,I09499
21424,COIL_97840442,541,26,469,E13001
21425,COIL_97260470,460,35,375,J10007
21426,COIL_94820521,453,30,371,I17140
21427,COIL_88950371,488,25,422,I17021
21428,COIL_96210580,469,35,374,J10007
21429,COIL_97400430,347,41,273,I09499
21430,COIL_93720380,376,36,293,T01002
21431,COIL_92760251,305,46,243,T01118
21432,COIL_95380621,440,32,367,TCA003
21433,COIL_93960461,348,40,279,T01018
21434,COIL_97030321,563,26,504,E13001
21435,COIL_88480561,376,34,301,I11496
21436,COIL_88740741,533,28,445,I56000
21437,COIL_91340401,488,24,352,I09504
21438,COIL_88320132,353,42,283,T01382
21439,COIL_92460292,309,46,245,T01283
21440,COIL_89440671,391,39,315,I11496
21441,COIL_96100652,513,25,440,I17140
21442,COIL_92980851,487,30,411,D04016
21443,COIL_93470261,585,27,494,I17140
21444,COIL_97380920,472,32,396,T01260
21445,COIL_93370431,430,37,353,I17021
21446,COIL_95380190,318,45,268,T01378
21447,COIL_96850160,307,47,249,T01378
21448,COIL_87940401,505,36,433,T01049
21449,COIL_97730891,441,29,337,I17140
21450,COIL_87620710,466,30,395,I17016
21451,COIL_93610140,308,45,245,TCA001
21452,COIL_96820711,459,26,341,I17007
21453,COIL_93240652,386,39,312,I11498
21454,COIL_92200611,458,33,394,I17021
21455,COIL_91340561,370,39,285,K01003
21456,COIL_91900381,565,25,491,E13001
21457,COIL_96910800,523,27,466,E13002
21458,COIL_92790592,333,40,236,T01202
21459,COIL_89780531,482,30,412,I17021
21460,COIL_92840562,382,38,306,I11498
21461,COIL_97770560,459,28,379,I17020
21462,COIL_95890220,372,36,317,T01063
21463,COIL_90440621,352,42,270,T01018
21464,COIL_95060101,301,45,238,T01118
21465,COIL_91230401,384,40,297,I11496
21466,COIL_95250631,450,32,316,I17140
21467,COIL_94750331,500,29,443,I17140
21468,COIL_88890071,356,40,272,T01244
21469,COIL_95550501,424,33,361,E07000
21470,COIL_92330471,382,37,295,T01002
21471,COIL_90200421,501,26,430,I17474
21472,COIL_93690381,392,36,331,K01002
21473,COIL_95170640,465,39,380,J10007
21474,COIL_90100191,304,45,242,TCA001
21475,COIL_95530431,377,40,310,K01002
21476,COIL_92150251,306,46,246,TCA001
21477,COIL_96100111,304,45,241,T01087
21478,COIL_89991011,681,22,575,T01318
21479,COIL_92240410,590,22,485,T16013
21480,COIL_94130261,395,40,309,I09499
21481,COIL_92061001,473,27,411,I17007
21482,COIL_88100641,445,28,332,I17140
21483,COIL_96080851,582,27,500,E13001
21484,COIL_94020580,473,37,417,T01049
21485,COIL_93650281,369,44,316,T01382
21486,COIL_95340551,508,42,458,T01049
21487,COIL_89190291,577,24,504,I17140
21488,COIL_88860221,348,40,261,T01018
21489,COIL_94790841,499,27,404,T01009
21490,COIL_93280822,614,24,504,I36001
21491,COIL_92370231,601,24,527,A20001
21492,COIL_97490340,315,45,270,T01378
21493,COIL_88810101,300,45,239,TCA001
21494,COIL_93710440,558,27,490,A20001
21495,COIL_91710201,316,46,252,T01118
21496,COIL_89670111,320,42,247,T01283
21497,COIL_90600231,320,44,257,T01283
21498,COIL_95790641,419,37,334,T01046
21499,COIL_91560591,1198,10,875,T13178
21500,COIL_92020791,412,35,332,T01564
21501,COIL_90010201,306,46,242,T01087
21502,COIL_93380442,460,33,399,I45011
21503,COIL_89460102,378,40,297,I11496
21504,COIL_94090192,351,38,284,T01018
21505,COIL_93620131,368,37,296,T01382
21506,COIL_91270591,450,32,369,I09502
21507,COIL_91580861,478,36,399,J10004
21508,COIL_90720771,474,29,413,I17474
21509,COIL_92490191,412,37,333,T01564
21510,COIL_97220101,304,44,242,T01118
21511,COIL_92180411,373,39,291,THB001
21512,COIL_92820101,368,35,299,THB001
21513,COIL_95150621,358,39,263,T01018
21514,COIL_92910281,504,24,411,A19001
21515,COIL_95720851,408,37,321,T01099
21516,COIL_97820550,438,32,306,I17140
21517,COIL_93570201,309,45,243,T01087
21518,COIL_90430551,527,25,460,I17021
21519,COIL_89150261,398,40,313,I11496
21520,COIL_93320770,380,38,295,I09499
21521,COIL_94250341,352,42,288,T01018
21522,COIL_95750191,340,40,252,T01087
21523,COIL_93090860,478,31,360,I17140
21524,COIL_89280131,332,39,243,T01313
21525,COIL_93440490,561,25,459,T16002
21526,COIL_94430160,309,46,242,T01087
21527,COIL_89060681,521,34,442,T01009
21528,COIL_92130401,476,27,352,I17003
21529,COIL_93000252,438,35,385,I17473
21530,COIL_93890641,426,36,366,T01586
21531,COIL_88210021,371,42,295,I11496
21532,COIL_92900101,383,40,313,I09499
21533,COIL_88240102,348,43,262,T01051
21534,COIL_97720461,392,37,311,I09500
21535,COIL_87990561,372,41,298,THB001
21536,COIL_91190202,314,46,269,T01560
21537,COIL_93910491,372,39,307,I09499
21538,COIL_90250111,357,42,277,T01382
21539,COIL_93950471,360,39,285,T01018
21540,COIL_92260321,423,30,337,T01564
21541,COIL_92480111,310,47,263,T01378
21542,COIL_96810281,308,45,243,T01118
21543,COIL_93790671,467,32,414,I45010
21544,COIL_94570530,399,38,323,I09500
21545,COIL_94810652,1072,8,776,T13422
21546,COIL_97830551,345,40,275,I09499
21547,COIL_93480110,308,46,246,T01283
21548,COIL_97130641,395,38,320,I09499
21549,COIL_88890281,468,33,398,I17474
21550,COIL_92720351,394,35,322,I11496
21551,COIL_89630821,517,34,441,T01260
21552,COIL_89151132,1107,9,801,T13178
21553,COIL_89130791,1038,11,689,T13178
21554,COIL_93730251,456,32,397,I17140
21555,COIL_97720791,506,35,439,T01557
21556,COIL_88220431,308,45,244,T01118
21557,COIL_88290112,316,40,245,T01381
21558,COIL_90760131,310,45,247,T01118
21559,COIL_94010621,501,37,439,T01049
21560,COIL_88400371,400,40,293,I09500
21561,COIL_89580670,383,45,308,T01002
21562,COIL_97450231,353,39,277,T01244
21563,COIL_88250801,380,34,286,I09508
21564,COIL_94680631,349,40,266,T01018
21565,COIL_94950111,312,46,246,T01087
21566,COIL_97490830,376,38,296,T01244
21567,COIL_93530401,559,27,493,T01582
21568,COIL_94340411,376,40,294,I09499
21569,COIL_93120771,383,36,304,T01046
21570,COIL_90070131,391,41,312,I11496
21571,COIL_93090130,305,47,262,T01378
21572,COIL_94120401,379,37,314,I11498
21573,COIL_94840131,355,37,274,T01382
21574,COIL_93290021,395,38,311,I11496
21575,COIL_88490411,352,42,277,T01018
21576,COIL_96050441,418,30,354,E07000
21577,COIL_97230141,307,45,247,T01118
21578,COIL_96200611,345,37,285,I09499
21579,COIL_93080500,368,42,291,I09499
21580,COIL_90630131,320,45,267,T01118
21581,COIL_96840321,307,47,262,T01560
21582,COIL_96860651,481,37,425,T01049
21583,COIL_89380521,392,42,306,I11496
21584,COIL_90520021,370,42,275,T01018
21585,COIL_89080231,374,37,288,S33001
21586,COIL_91170762,562,24,497,A20001
21587,COIL_88720731,572,26,512,A20001
21588,COIL_94580670,514,29,414,I56000
21589,COIL_96960640,463,28,389,I17016
21590,COIL_93190561,387,32,314,T01002
21591,COIL_91100441,374,45,300,T01002
21592,COIL_90420431,489,30,416,I17021
21593,COIL_89540311,409,36,353,K01002
21594,COIL_91251191,490,30,419,I17140
21595,COIL_89000311,378,39,304,I11496
21596,COIL_93120190,365.8327,38.9217,325.5344,T01063
21597,COIL_94720310,355,35,280,T01018
21598,COIL_91320611,485,30,410,I17140
21599,COIL_96230400,346,40,275,T01018
21600,COIL_89410251,316,43,247,T01118
21601,COIL_94160051,349,39,268,T01018
21602,COIL_90210221,303,46,241,T01087
21603,COIL_89500521,534,27,435,I17140
21604,COIL_88070531,538,24,476,E13001
21605,COIL_90590141,311,46,248,T01283
21606,COIL_92320651,431,35,357,T01099
21607,COIL_91260201,317,46,254,T01283
21608,COIL_97260730,477,34,404,T01260
21609,COIL_88640161,305,44,240,T01118
21610,COIL_93020231,305,47,241,T01087
21611,COIL_93060290,354,40,276,T01018
21612,COIL_97440711,496,39,428,J10004
21613,COIL_96300621,447,33,379,I17016
21614,COIL_90620201,413,36,350,I09500
21615,COIL_93900761,478,38,385,I17140
21616,COIL_95300492,465,29,342,I17472
21617,COIL_94700221,311,43,244,T01381
21618,COIL_97070381,401,30,338,T01002
21619,COIL_92950341,374,40,308,K01002
21620,COIL_88060341,350,42,275,T01244
21621,COIL_96800361,362,39,278,I09499
21622,COIL_94050401,349,38,276,I09499
21623,COIL_93610411,346,40,278,I09499
21624,COIL_90590491,352,40,269,T01018
21625,COIL_95520760,339,44,265,I11497
21626,COIL_94590431,460,30,352,A12007
21627,COIL_88320671,468,36,390,J10007
21628,COIL_94470281,312,46,252,T01118
21629,COIL_90860111,308,46,240,T01087
21630,COIL_89660371,347,39,267,T01018
21631,COIL_93990971,461,36,350,I17140
21632,COIL_87650861,1034,11,790,T13422
21633,COIL_95510641,404,40,342,K01002
21634,COIL_97080371,409,36,348,K01002
21635,COIL_89500381,470,26,352,I17004
21636,COIL_91930852,489,29,363,I17007
21637,COIL_95030301,354,38,281,I09499
21638,COIL_90040792,489,36,437,T01049
21639,COIL_90630381,354,40,286,I09499
21640,COIL_95930500,463,36,388,I17007
21641,COIL_94310591,440,30,357,I17140
21642,COIL_93940831,371,42,288,K01003
21643,COIL_96220341,467,31,344,I17140
21644,COIL_97230471,461,36,375,J10007
21645,COIL_91040381,515,28,447,I17140
21646,COIL_94930881,372,32,291,T01586
21647,COIL_95990340,589,27,511,E13001
21648,COIL_89720562,431,34,350,I45001
21649,COIL_91130651,400,34,311,T01002
21650,COIL_96930981,489,33,424,TCA003
21651,COIL_89370732,468,28,385,I17016
21652,COIL_90360171,347,40,271,T01018
21653,COIL_97661131,519,28,438,I17140
21654,COIL_88610531,474,41,415,T01049
21655,COIL_94310041,342,40,268,I09499
21656,COIL_93700170,436,33,356,T01559
21657,COIL_87910201,304,46,250,T01560
21658,COIL_88290941,496,38,428,TCA003
21659,COIL_97340161,305,45,243,T01118
21660,COIL_95880501,480,29,414,E08000
21661,COIL_91070881,483,38,380,J10007
21662,COIL_93290560,643,24,531,I36001
21663,COIL_94250621,376,38,306,I09499
21664,COIL_89800161,303,46,248,T01560
21665,COIL_96070460,430,34,308,T01514
21666,COIL_93250341,357,40,277,I09499
21667,COIL_94210401,362,38,275,T01018
21668,COIL_92150231,307,47,245,T01283
21669,COIL_93880191,482,29,344,I17140
21670,COIL_88260532,362,39,279,T01050
21671,COIL_88040822,523,26,467,TCA003
21672,COIL_93670680,354,37,275,I09499
21673,COIL_91790161,306,43,247,T01283
21674,COIL_97160711,430,31,324,I17007
21675,COIL_97660261,305,46,245,T01118
21676,COIL_95310650,480,37,414,T01049
21677,COIL_92220160,357,43,292,T01244
21678,COIL_96850532,473,32,339,T01073
21679,COIL_95410381,579,29,485,I17140
21680,COIL_97840281,426,28,320,I17472
21681,COIL_93570561,425,34,340,I09500
21682,COIL_88080711,496,30,378,I17007
21683,COIL_93770460,387,38,324,I09499
21684,COIL_94690411,406,36,348,I09500
21685,COIL_88100761,397,39,318,K01003
21686,COIL_95590111,318,46,254,T01118
21687,COIL_93450371,363,40,291,I09499
21688,COIL_89920921,374,38,293,K01003
21689,COIL_90160851,488,33,415,I17140
21690,COIL_96561331,477,36,409,T01260
21691,COIL_92580381,480,36,427,T01557
21692,COIL_92110291,474,32,373,I17140
21693,COIL_92750821,499,29,383,I17007
21694,COIL_97030340,567,25,486,E13001
21695,COIL_88270102,352,40,265,T01050
21696,COIL_97150340,584,23,502,A20001
21697,COIL_97251132,481,35,405,T01260
21698,COIL_96020681,462,33,392,I45011
21699,COIL_93180431,522,29,470,E13002
21700,COIL_88430191,351,42,262,T01018
21701,COIL_88160381,520,28,451,I17007
21702,COIL_93300591,473,29,405,I17016
21703,COIL_89440472,398,34,330,I11496
21704,COIL_96440471,473,28,360,I17003
21705,COIL_94070381,601,23,530,E13001
21706,COIL_92750791,499,35,444,T01260
21707,COIL_95840291,444,31,323,I17140
21708,COIL_88340221,312,44,245,T01283
21709,COIL_92570111,314,46,253,T01087
21710,COIL_93410350,510,26,401,A19001
21711,COIL_95580521,406,38,349,K01002
21712,COIL_96150461,470,30,394,TCA003
21713,COIL_88750771,539,24,464,I56000
21714,COIL_94200342,362,39,295,T01018
21715,COIL_92260381,544,27,482,E13001
21716,COIL_92890501,477,30,375,I17007
21717,COIL_88700701,476,27,397,I17140
21718,COIL_95470411,351,38,267,T01018
21719,COIL_90910411,403,36,340,K01002
21720,COIL_96770641,362,37,285,THB001
21721,COIL_93310611,499,29,425,I17016
21722,COIL_97471461,448,32,375,I17140
21723,COIL_97730700,405,38,341,K01002
21724,COIL_90190151,364,37,307,T01063
21725,COIL_89470351,567,24,494,E13001
21726,COIL_92880281,336,40,246,T01131
21727,COIL_89950700,467,30,339,I17140
21728,COIL_92090161,469,30,424,A21000
21729,COIL_95800231,309,42,252,T01118
21730,COIL_96550470,369,40,277,I09499
21731,COIL_91340642,476,28,380,I17140
21732,COIL_88710131,353,41,274,T01018
21733,COIL_88670161,312,44,243,TCA001
21734,COIL_92201010,527,26,430,I56000
21735,COIL_96900341,476,28,415,I09502
21736,COIL_97580290,354,40,282,T01382
21737,COIL_89830201,374,43,303,T01382
21738,COIL_93860261,351,40,278,THB001
21739,COIL_94840671,379,39,316,I09499
21740,COIL_95160660,467,37,394,T01260
21741,COIL_89760561,522,28,377,I09504
21742,COIL_90200151,317,44,258,T01087
21743,COIL_88000641,494,30,434,I17140
21744,COIL_93300040,382,38,295,I11496
21745,COIL_90590801,378,39,302,I11496
21746,COIL_92840311,306,46,243,TCA001
21747,COIL_91390051,348,44,269,T01018
21748,COIL_94700141,308,45,246,T01118
21749,COIL_89490261,350,34,270,T01202
21750,COIL_94670181,312,46,244,T01283
21751,COIL_95950710,485,28,351,I09504
21752,COIL_88190831,502,34,433,TCA003
21753,COIL_87830191,306,45,240,T01283
21754,COIL_96090711,379,37,297,I09499
21755,COIL_92200941,527,26,430,I56000
21756,COIL_88940472,364,40,287,T01018
21757,COIL_87640551,512,33,452,D06010
21758,COIL_95990221,310,44,246,T01378
21759,COIL_97360161,353,40,272,T01018
21760,COIL_97480801,481,36,409,J10004
21761,COIL_94670231,308,46,241,T01283
21762,COIL_97051151,356,40,277,I09499
21763,COIL_95090462,504,29,388,I56001
21764,COIL_88800641,485,35,414,T01049
21765,COIL_94970720,357,38,286,S02149
21766,COIL_92760651,562,26,480,E13001
21767,COIL_90020742,480,33,379,J10007
21768,COIL_89970941,466,31,395,I17007
21769,COIL_88050742,601,25,530,E13001
21770,COIL_96430141,366,37,293,T01382
21771,COIL_94900661,467,38,387,J10004
21772,COIL_95080381,450,31,325,I17140
21773,COIL_93350011,405,37,319,I09500
21774,COIL_88660351,461,38,399,T01049
21775,COIL_95570340,434,32,368,I09508
21776,COIL_96590341,345,38,275,S33001
21777,COIL_93200230,340,40,256,JHA001
21778,COIL_94860351,473,32,409,E08000
21779,COIL_95750350,484,28,357,I09504
21780,COIL_87660311,464,30,389,I17021
21781,COIL_88690071,386,42,307,I11496
21782,COIL_95060161,312,44,252,T01118
21783,COIL_95110151,308,45,245,T01283
21784,COIL_89270711,489,32,427,T01260
21785,COIL_94790391,585,27,514,E13001
21786,COIL_90180131,364,37,303,T01063
21787,COIL_93980021,348,40,284,I09499
21788,COIL_88210221,312,45,258,T01560
21789,COIL_95680461,359,42,276,I09499
21790,COIL_96640971,392,40,306,I11496
21791,COIL_97380701,541,23,472,E13001
21792,COIL_90410442,493,28,435,I17021
21793,COIL_88300641,501,34,440,T01049
21794,COIL_91500111,355,41,276,T01018
21795,COIL_97820411,398,37,330,K01002
21796,COIL_97350111,315,44,255,T01087
21797,COIL_97780771,463,28,392,I17007
21798,COIL_97140101,305,45,244,T01087
21799,COIL_95080962,517,27,448,T01158
21800,COIL_89710592,428,33,354,D04004
21801,COIL_89070141,317,46,283,T01560
21802,COIL_88210591,404,37,330,I11496
21803,COIL_91510521,492,34,398,J10004
21804,COIL_90470281,363,34,296,T01244
21805,COIL_94450051,376,38,302,I11496
21806,COIL_92050161,312,42,256,T01381
21807,COIL_93370380,430,37,325,I17021
21808,COIL_97270011,364,38,278,I09499
21809,COIL_95870251,492,29,430,I17021
21810,COIL_92100341,442,27,337,I17472
21811,COIL_91600501,347,40,273,T01018
21812,COIL_94050041,349,37,267,I09499
21813,COIL_88400171,311,45,244,T01118
21814,COIL_93770430,415,38,352,I09499
21815,COIL_97640940,378,42,298,I11496
21816,COIL_93760461,440,31,383,I17007
21817,COIL_96520021,351,39,259,I09499
21818,COIL_88890611,407,38,327,T01046
21819,COIL_95020021,368,40,291,I11496
21820,COIL_97890401,549,26,479,E13001
21821,COIL_88330261,377,34,300,I09500
21822,COIL_96110141,318,46,254,T01283
21823,COIL_97850730,459,31,380,I17016
21824,COIL_95590141,303,45,242,T01118
21825,COIL_95110841,464,36,367,J10007
21826,COIL_96850821,470,38,375,J10007
21827,COIL_93100640,572,26,494,E13001
21828,COIL_91230192,319,42,221,T01313
21829,COIL_95190661,463,28,341,I17140
21830,COIL_96670201,399,35,353,T01382
21831,COIL_97560110,308,45,244,T01087
21832,COIL_96050281,515,29,451,I17007
21833,COIL_97270651,369,38,300,I11496
21834,COIL_94820221,319,46,278,T01378
21835,COIL_93460220,352,40,268,S33001
21836,COIL_90070671,415,36,345,T01099
21837,COIL_97870020,359,40,293,T01018
21838,COIL_95820200,387,37,311,T01002
21839,COIL_95910101,314,46,266,T01378
21840,COIL_91940821,462,36,371,J10007
21841,COIL_87870382,488,32,395,NHA002
21842,COIL_88480681,577,30,478,D06007
21843,COIL_94330191,338,38,288,I09499
21844,COIL_91570830,1083,9,795,T13178
21845,COIL_95600221,372,41,300,I09499
21846,COIL_93360321,550,27,482,A20001
21847,COIL_96240341,509,30,441,I17140
21848,COIL_92880072,355,41,279,T01018
21849,COIL_96491010,580,30,508,E13001
21850,COIL_88780351,411,36,335,T01099
21851,COIL_96860321,345,40,276,I09499
21852,COIL_94720150,311,43,244,T01381
21853,COIL_87930381,425,38,350,T01046
21854,COIL_89030311,496,26,399,I17007
21855,COIL_89210321,307,45,244,T01118
21856,COIL_96150102,349,40,279,T01018
21857,COIL_92340341,394,40,307,T01002
21858,COIL_88620021,355,42,273,T01018
21859,COIL_92270431,464,29,365,I17022
21860,COIL_91470021,360,42,278,T01018
21861,COIL_90900342,314,46,266,T01560
21862,COIL_97680582,436,30,376,I45011
21863,COIL_96710610,382,38,301,I11498
21864,COIL_88730672,580,24,492,A20001
21865,COIL_89150401,392,37,320,I09500
